employee_index_id,full_name,first_name,last_name,date_of_birth,age,gender,marital_status,nationality,race,work_pass_type,mobile_number,personal_email,work_email,industry,job_title,employment_type,employment_status,employment_start_date,leave_taken,department
388,Dawn Ross,Dawn,Ross,1991-08-13,34,Female,Divorced,Singaporean,Malay,Citizen / PR,90692113,julia82@weaver.com,dawn.ross@company.com,Wholesale,Sales Executive,Contract,Probation,2024-01-22,12,Human Resources
389,Ashley Ross,Ashley,Ross,1994-12-12,31,Male,Married,Myanmar,Indian,Work Permit (WP),93794446,john18@gmail.com,ashley.ross@company.com,Service,Customer Service Officer,Full-Time,Active,2024-05-01,16,Human Resources
390,Michael Gutierrez,Michael,Gutierrez,1975-09-10,50,Male,Married,Singaporean,Indian,Citizen / PR,98271281,johnsontom@gmail.com,michael.gutierrez@company.com,Service,Service Coordinator,Contract,Probation,2024-01-18,2,Legal
391,Peter Cooper,Peter,Cooper,1991-05-01,34,Male,Divorced,Singaporean,Indian,Citizen / PR,94921523,sean81@pittman.com,peter.cooper@company.com,Wholesale,Supplier Relations Officer,Full-Time,Resigned,2022-05-22,6,Engineering
392,Earl Lin,Earl,Lin,1989-07-16,36,Male,Single,Singaporean,Eurasian,Citizen / PR,92154170,garrettmitchell@hotmail.com,earl.lin@company.com,IT,AI Engineer,Part-Time,Probation,2017-11-01,10,Legal
393,Gregory Williams,Gregory,Williams,1994-05-06,31,Male,Divorced,Singaporean,Indian,Citizen / PR,90043647,gadams@yahoo.com,gregory.williams@company.com,Service,Customer Service Officer,Part-Time,Resigned,2022-02-14,7,Engineering
394,Edward Hampton,Edward,Hampton,1999-02-21,26,Male,Single,Bangladeshi,Eurasian,Employment Pass (EP),91853586,robertking@hotmail.com,edward.hampton@company.com,Service,Front Desk Officer,Full-Time,Probation,2024-04-12,0,Legal
395,Joanna Johnson,Joanna,Johnson,1967-09-05,58,Male,Divorced,Indonesian,Chinese,S Pass,95706987,howellmary@avery.com,joanna.johnson@company.com,IT,Database Administrator,Full-Time,Active,2016-01-19,12,Legal
396,Brianna Romero,Brianna,Romero,1968-07-24,57,Female,Divorced,Singaporean,Malay,Citizen / PR,95227571,william92@sanchez.com,brianna.romero@company.com,Wholesale,Purchasing Executive,Contract,Active,2018-03-06,10,Finance
397,Joshua Torres,Joshua,Torres,2003-02-03,22,Female,Married,Filipino,Others,Work Permit (WP),93721590,littledavid@jarvis.org,joshua.torres@company.com,Wholesale,Sales Executive,Part-Time,Active,2019-03-07,11,Finance
398,Brittany Sexton,Brittany,Sexton,1980-12-14,45,Male,Divorced,Singaporean,Chinese,Citizen / PR,92411919,garciaalbert@rangel.com,brittany.sexton@company.com,Service,Customer Service Officer,Full-Time,Resigned,2018-11-20,13,Sales
399,Mia Rojas,Mia,Rojas,2003-08-30,22,Male,Divorced,Others,Others,Work Permit (WP),92867579,marytate@hotmail.com,mia.rojas@company.com,Wholesale,Warehouse Manager,Contract,Probation,2025-01-07,2,Finance
400,William Harris,William,Harris,1975-12-04,50,Female,Single,Singaporean,Chinese,Citizen / PR,98562266,mackkelly@padilla.com,william.harris@company.com,IT,AI Engineer,Part-Time,Active,2022-04-30,9,Product
401,Jeremy Johnson,Jeremy,Johnson,1966-03-29,59,Male,Married,Others,Malay,LTVP,95404716,montoyabrandon@gmail.com,jeremy.johnson@company.com,Service,Service Manager,Contract,Probation,2023-07-06,7,Operations
402,Timothy Watson,Timothy,Watson,1977-10-02,48,Female,Married,Singaporean,Others,Citizen / PR,93411896,sethmitchell@hotmail.com,timothy.watson@company.com,IT,AI Engineer,Full-Time,Active,2024-03-15,1,Engineering
403,Janice Brewer,Janice,Brewer,2003-05-07,22,Female,Divorced,Singaporean,Indian,Citizen / PR,96423418,jenna72@vasquez.biz,janice.brewer@company.com,Service,Operations Executive,Full-Time,Resigned,2022-11-10,8,Finance
404,Jeremy Silva,Jeremy,Silva,1986-03-02,39,Female,Single,Singaporean,Eurasian,Citizen / PR,96407644,edgarjohnson@jackson.info,jeremy.silva@company.com,Wholesale,Purchasing Executive,Full-Time,Resigned,2018-10-08,17,IT Support
405,Courtney Gates,Courtney,Gates,1987-12-16,38,Male,Single,Singaporean,Chinese,Citizen / PR,92588621,fcoleman@richardson.biz,courtney.gates@company.com,IT,Software Engineer,Full-Time,Resigned,2021-03-14,2,Marketing
406,Timothy Sullivan,Timothy,Sullivan,1993-12-09,32,Male,Single,Singaporean,Chinese,Citizen / PR,90755089,ostephens@braun.com,timothy.sullivan@company.com,Wholesale,Supplier Relations Officer,Part-Time,Active,2015-12-10,16,Product
407,Tony Hall,Tony,Hall,1989-12-15,36,Female,Married,Singaporean,Chinese,Citizen / PR,95653369,edward26@yahoo.com,tony.hall@company.com,Wholesale,Wholesale Manager,Full-Time,Resigned,2020-12-15,18,Sales
408,Nicholas Stevens,Nicholas,Stevens,1992-09-03,33,Male,Married,Bangladeshi,Malay,LTVP,94377378,qwalker@boyd-harvey.com,nicholas.stevens@company.com,Wholesale,Purchasing Executive,Part-Time,Active,2020-01-05,10,Product
409,Bradley Baker,Bradley,Baker,1966-01-27,59,Female,Single,Singaporean,Chinese,Citizen / PR,98517788,clinebreanna@casey.com,bradley.baker@company.com,Service,Field Service Technician,Contract,Active,2017-08-27,18,IT Support
410,Morgan Harris,Morgan,Harris,2002-05-08,23,Female,Single,Singaporean,Indian,Citizen / PR,93591824,xgraham@vargas-richardson.com,morgan.harris@company.com,IT,System Analyst,Part-Time,Active,2023-02-08,14,Human Resources
411,Nathan Cobb,Nathan,Cobb,1987-06-02,38,Male,Divorced,Singaporean,Indian,Citizen / PR,91392615,robinsonjames@hotmail.com,nathan.cobb@company.com,Wholesale,Wholesale Manager,Part-Time,Resigned,2020-04-02,4,Engineering
412,Eric Wyatt,Eric,Wyatt,2003-03-22,22,Male,Married,Singaporean,Others,Citizen / PR,94524964,philliptaylor@pierce-white.com,eric.wyatt@company.com,Wholesale,Wholesale Manager,Full-Time,Probation,2024-09-11,5,Marketing
413,Kelly Davis,Kelly,Davis,1993-05-23,32,Female,Married,Singaporean,Others,Citizen / PR,93439760,igriffith@cox.org,kelly.davis@company.com,Service,Field Service Technician,Contract,Resigned,2023-03-14,6,Finance
414,Stephanie Thompson,Stephanie,Thompson,1973-10-11,52,Female,Married,Singaporean,Chinese,Citizen / PR,90239351,robinrodriguez@yahoo.com,stephanie.thompson@company.com,Wholesale,Warehouse Manager,Part-Time,Probation,2021-04-02,5,Human Resources
415,Michael Price,Michael,Price,1988-11-23,37,Male,Married,Chinese (PRC),Others,Employment Pass (EP),97175406,nmontgomery@gmail.com,michael.price@company.com,Service,Customer Service Officer,Contract,Probation,2016-02-21,11,Finance
416,Robin Molina,Robin,Molina,1968-07-29,57,Male,Divorced,Singaporean,Chinese,Citizen / PR,94334828,djohnson@hotmail.com,robin.molina@company.com,IT,Full Stack Developer,Part-Time,Probation,2023-03-12,11,Marketing
417,Christopher Hammond,Christopher,Hammond,1978-03-07,47,Male,Married,Singaporean,Indian,Citizen / PR,99911357,mooremartin@yahoo.com,christopher.hammond@company.com,IT,Project Manager,Part-Time,Resigned,2018-06-24,5,Product
418,Andrew Davis,Andrew,Davis,1969-06-30,56,Male,Married,Singaporean,Malay,Citizen / PR,90961162,peterrobertson@gmail.com,andrew.davis@company.com,IT,Cloud Architect,Part-Time,Probation,2018-10-01,8,Engineering
419,Melanie Williams,Melanie,Williams,2002-08-07,23,Female,Single,Indonesian,Indian,LTVP,99351194,amanda01@hotmail.com,melanie.williams@company.com,IT,AI Engineer,Contract,Active,2016-06-26,5,Legal
420,Jessica Ruiz,Jessica,Ruiz,2002-09-01,23,Male,Divorced,Singaporean,Indian,Citizen / PR,95465995,matthew49@yahoo.com,jessica.ruiz@company.com,Wholesale,Warehouse Manager,Full-Time,Active,2022-09-05,2,Finance
421,Samantha Scott,Samantha,Scott,2003-10-15,22,Male,Single,Singaporean,Indian,Citizen / PR,90379321,bradleylee@gilbert.com,samantha.scott@company.com,Service,Field Service Technician,Contract,Resigned,2025-01-29,17,IT Support
422,Dean Ortiz,Dean,Ortiz,2002-10-01,23,Female,Single,Singaporean,Eurasian,Citizen / PR,94855223,colintorres@hotmail.com,dean.ortiz@company.com,Wholesale,Warehouse Manager,Part-Time,Active,2024-12-11,15,Marketing
423,Mark Johnson,Mark,Johnson,1988-12-01,37,Male,Single,Singaporean,Others,Citizen / PR,97227676,rgrant@perkins-nelson.info,mark.johnson@company.com,Wholesale,Wholesale Manager,Full-Time,Resigned,2019-01-31,10,Sales
424,Todd Mejia,Todd,Mejia,1983-05-03,42,Female,Divorced,Others,Indian,Employment Pass (EP),90277760,jill75@gilmore.com,todd.mejia@company.com,IT,Cloud Architect,Contract,Active,2021-12-21,1,Operations
425,Robert Nixon,Robert,Nixon,1983-11-08,42,Female,Divorced,Others,Others,Employment Pass (EP),98340621,turnerrobert@gmail.com,robert.nixon@company.com,Wholesale,Wholesale Manager,Contract,Probation,2024-06-22,7,Operations
426,Sylvia Moore,Sylvia,Moore,1998-11-13,27,Female,Single,Singaporean,Others,Citizen / PR,98779057,brandon90@flowers.com,sylvia.moore@company.com,Service,Field Service Technician,Contract,Active,2025-05-25,6,Sales
427,Cheryl Padilla,Cheryl,Padilla,1966-07-28,59,Male,Single,Myanmar,Chinese,Employment Pass (EP),95948663,zgray@hotmail.com,cheryl.padilla@company.com,Service,Service Coordinator,Contract,Probation,2020-07-13,12,Finance
428,Karen Gibson,Karen,Gibson,1974-08-21,51,Female,Divorced,Indonesian,Indian,Employment Pass (EP),93463680,april97@yahoo.com,karen.gibson@company.com,Service,Field Service Technician,Full-Time,Resigned,2016-12-23,9,Product
429,Angela Foster,Angela,Foster,1972-12-17,53,Male,Divorced,Thai,Chinese,Work Permit (WP),95414588,harrishailey@daugherty.com,angela.foster@company.com,Service,Service Coordinator,Full-Time,Resigned,2019-05-23,14,Human Resources
430,Mary Lynn,Mary,Lynn,1994-02-16,31,Male,Married,Indian,Indian,Employment Pass (EP),92275805,breweramanda@perez.com,mary.lynn@company.com,Service,Service Coordinator,Contract,Resigned,2022-08-06,8,Human Resources
431,Martha Mcclain,Martha,Mcclain,1973-05-09,52,Male,Married,Singaporean,Indian,Citizen / PR,91860587,rogerscarol@yahoo.com,martha.mcclain@company.com,Wholesale,Sales Executive,Full-Time,Probation,2017-07-11,11,Operations
432,Erin Castro,Erin,Castro,1999-10-23,26,Male,Married,Singaporean,Chinese,Citizen / PR,99149392,wintersjohn@hotmail.com,erin.castro@company.com,Service,Field Service Technician,Part-Time,Probation,2020-09-04,18,Engineering
433,Christine Mullins,Christine,Mullins,1970-01-13,55,Female,Single,Singaporean,Eurasian,Citizen / PR,91461316,robertclark@yahoo.com,christine.mullins@company.com,IT,Software Engineer,Part-Time,Probation,2020-09-09,16,Human Resources
434,Brian Gutierrez,Brian,Gutierrez,1981-12-14,44,Male,Single,Singaporean,Malay,Citizen / PR,92108323,dunlapjennifer@hotmail.com,brian.gutierrez@company.com,IT,DevOps Engineer,Contract,Active,2025-03-05,6,Operations
435,Matthew Patterson,Matthew,Patterson,1981-08-25,44,Female,Divorced,Chinese (PRC),Malay,Work Permit (WP),97121237,jamesewing@hotmail.com,matthew.patterson@company.com,IT,Full Stack Developer,Contract,Active,2020-10-08,12,Operations
436,Kyle Carroll,Kyle,Carroll,1970-10-11,55,Male,Married,Thai,Indian,LTVP,95422505,yolandaphillips@king-bernard.org,kyle.carroll@company.com,IT,Database Administrator,Full-Time,Resigned,2020-07-21,8,Product
437,Alyssa Garcia,Alyssa,Garcia,1986-09-23,39,Female,Married,Singaporean,Chinese,Citizen / PR,99081685,drew34@hines.com,alyssa.garcia@company.com,Wholesale,Warehouse Manager,Full-Time,Resigned,2025-07-03,7,Engineering
438,Amy Hunt,Amy,Hunt,1971-01-03,54,Male,Single,Singaporean,Malay,Citizen / PR,96827207,scottrodriguez@yahoo.com,amy.hunt@company.com,Service,Front Desk Officer,Contract,Resigned,2025-06-21,16,IT Support
439,Wesley Morris,Wesley,Morris,1980-12-02,45,Male,Divorced,Singaporean,Indian,Citizen / PR,96950855,bpatterson@holden.com,wesley.morris@company.com,IT,IT Manager,Part-Time,Active,2019-03-27,16,Operations
440,Timothy Sullivan,Timothy,Sullivan,2001-09-12,24,Male,Single,Singaporean,Indian,Citizen / PR,98305039,craigrodriguez@gmail.com,timothy.sullivan@company.com,Wholesale,Wholesale Manager,Full-Time,Probation,2023-10-01,16,Finance
441,Vincent Hanson,Vincent,Hanson,1989-12-03,36,Male,Divorced,Singaporean,Eurasian,Citizen / PR,99772577,riveraedward@thompson-daugherty.com,vincent.hanson@company.com,IT,Project Manager,Full-Time,Active,2018-12-29,14,Marketing
442,Derek Ramirez,Derek,Ramirez,1993-09-06,32,Female,Married,Singaporean,Others,Citizen / PR,92650997,melaniebrown@yahoo.com,derek.ramirez@company.com,IT,IT Manager,Contract,Resigned,2016-12-25,4,Operations
443,Samantha Owens,Samantha,Owens,1975-01-16,50,Male,Divorced,Singaporean,Eurasian,Citizen / PR,99286730,kimberlysmith@morgan-adkins.com,samantha.owens@company.com,IT,Software Engineer,Contract,Active,2018-12-05,18,IT Support
444,Sandra Winters,Sandra,Winters,2001-01-03,24,Male,Married,Others,Malay,Employment Pass (EP),97549535,handerson@hooper-ruiz.org,sandra.winters@company.com,Wholesale,Wholesale Manager,Full-Time,Probation,2025-05-21,10,Operations
445,Rickey Smith,Rickey,Smith,1988-08-10,37,Female,Divorced,Singaporean,Malay,Citizen / PR,94473774,lawrencemorris@gmail.com,rickey.smith@company.com,IT,IT Manager,Contract,Active,2021-11-06,13,Finance
446,Lori Ward,Lori,Ward,1976-06-01,49,Male,Divorced,Others,Malay,Employment Pass (EP),98631373,cynthia84@brown.net,lori.ward@company.com,Service,Service Manager,Part-Time,Probation,2024-06-11,18,Legal
447,Scott Kirk,Scott,Kirk,1987-05-15,38,Male,Married,Singaporean,Chinese,Citizen / PR,90287966,amanda26@hotmail.com,scott.kirk@company.com,IT,Project Manager,Contract,Probation,2021-03-28,6,Sales
448,Jake Becker,Jake,Becker,1974-01-19,51,Male,Married,Singaporean,Others,Citizen / PR,91104799,matthew59@beck-baker.com,jake.becker@company.com,Service,Field Service Technician,Contract,Resigned,2016-04-13,7,Product
449,William Kelly,William,Kelly,2005-06-06,20,Female,Single,Singaporean,Indian,Citizen / PR,98956612,rmaxwell@hotmail.com,william.kelly@company.com,Wholesale,Warehouse Manager,Contract,Active,2018-04-12,13,Operations
450,Cynthia White,Cynthia,White,1969-07-13,56,Male,Divorced,Indonesian,Chinese,S Pass,99592376,amberkennedy@yahoo.com,cynthia.white@company.com,IT,IT Manager,Full-Time,Probation,2023-12-09,8,Human Resources
451,Ryan Hill,Ryan,Hill,1984-12-11,41,Female,Single,Chinese (PRC),Others,Work Permit (WP),93261988,ericwilson@hotmail.com,ryan.hill@company.com,IT,Full Stack Developer,Full-Time,Active,2018-05-14,8,Operations
452,Grace Ortiz,Grace,Ortiz,2005-10-01,20,Male,Married,Indonesian,Chinese,Employment Pass (EP),93952589,connerandrea@yahoo.com,grace.ortiz@company.com,Service,Field Service Technician,Part-Time,Probation,2022-08-22,2,Sales
453,Lindsay Clark,Lindsay,Clark,1984-10-06,41,Male,Divorced,Chinese (PRC),Indian,Work Permit (WP),93491807,melissa23@gmail.com,lindsay.clark@company.com,Service,Operations Executive,Full-Time,Probation,2025-04-26,3,Operations
454,Paul Greene,Paul,Greene,1979-07-21,46,Female,Divorced,Singaporean,Malay,Citizen / PR,97023642,mary68@yahoo.com,paul.greene@company.com,Service,Operations Executive,Part-Time,Probation,2016-01-21,13,Marketing
455,Brandon Novak,Brandon,Novak,1986-04-13,39,Female,Married,Thai,Chinese,S Pass,98493532,ricky12@hotmail.com,brandon.novak@company.com,Service,Field Service Technician,Full-Time,Active,2020-02-28,10,Legal
456,Jessica Smith,Jessica,Smith,1979-02-26,46,Male,Single,Indonesian,Malay,Employment Pass (EP),98108932,christinagaines@yahoo.com,jessica.smith@company.com,Wholesale,Purchasing Executive,Full-Time,Active,2019-10-07,11,IT Support
457,Kelly Trevino,Kelly,Trevino,1968-02-24,57,Male,Divorced,Singaporean,Malay,Citizen / PR,92184546,kayla50@miles.net,kelly.trevino@company.com,Service,Front Desk Officer,Part-Time,Probation,2021-06-20,14,Sales
458,Robert Roberts,Robert,Roberts,1997-08-12,28,Male,Single,Indonesian,Others,LTVP,95351323,nicolejones@brown.org,robert.roberts@company.com,Service,Front Desk Officer,Part-Time,Resigned,2016-12-31,12,Engineering
459,Steven Patterson,Steven,Patterson,1996-05-20,29,Female,Single,Singaporean,Indian,Citizen / PR,98887377,wandaberg@hotmail.com,steven.patterson@company.com,Service,Front Desk Officer,Full-Time,Probation,2025-01-24,6,Operations
460,Debra Roberts,Debra,Roberts,1965-10-17,60,Female,Married,Singaporean,Others,Citizen / PR,99351133,deanmaynard@gmail.com,debra.roberts@company.com,Wholesale,Supplier Relations Officer,Part-Time,Active,2022-09-23,1,IT Support
461,Martin Phillips,Martin,Phillips,1986-03-20,39,Male,Divorced,Others,Others,Employment Pass (EP),90718747,ashleysingleton@hotmail.com,martin.phillips@company.com,Wholesale,Inventory Coordinator,Part-Time,Active,2023-12-22,4,IT Support
462,Calvin Lopez,Calvin,Lopez,1978-11-05,47,Female,Married,Singaporean,Indian,Citizen / PR,98973107,lsanchez@oneal.com,calvin.lopez@company.com,Service,Service Manager,Part-Time,Resigned,2017-10-17,8,Product
463,Lacey Lawrence,Lacey,Lawrence,1989-12-26,36,Female,Married,Singaporean,Indian,Citizen / PR,94251563,thompsonwilliam@berry.biz,lacey.lawrence@company.com,IT,Cloud Architect,Part-Time,Resigned,2016-03-16,2,Marketing
464,Abigail Miller,Abigail,Miller,1975-05-22,50,Female,Single,Singaporean,Chinese,Citizen / PR,95400463,johnyork@yahoo.com,abigail.miller@company.com,IT,AI Engineer,Part-Time,Resigned,2023-04-20,0,Product
465,Angela Sparks,Angela,Sparks,2002-05-22,23,Male,Married,Chinese (PRC),Chinese,Employment Pass (EP),92637868,curtis63@gmail.com,angela.sparks@company.com,Service,Front Desk Officer,Part-Time,Active,2025-09-03,19,Legal
466,Amber Mayer,Amber,Mayer,2003-05-12,22,Male,Married,Singaporean,Eurasian,Citizen / PR,96448906,wcollins@nguyen.com,amber.mayer@company.com,Service,Field Service Technician,Contract,Probation,2019-04-26,10,Product
467,Meredith Perry,Meredith,Perry,1972-06-26,53,Male,Divorced,Singaporean,Indian,Citizen / PR,98551019,loritucker@allen.com,meredith.perry@company.com,IT,AI Engineer,Full-Time,Active,2016-10-30,5,Operations
468,Matthew Cuevas,Matthew,Cuevas,2001-07-06,24,Male,Married,Singaporean,Chinese,Citizen / PR,98059248,joshuagrant@mccall-patel.com,matthew.cuevas@company.com,Wholesale,Inventory Coordinator,Part-Time,Probation,2021-10-23,9,Engineering
469,Mia Irwin,Mia,Irwin,1992-06-03,33,Female,Single,Singaporean,Others,Citizen / PR,93432957,dwhite@gmail.com,mia.irwin@company.com,Service,Customer Service Officer,Part-Time,Active,2018-09-30,4,Human Resources
470,Taylor Herrera,Taylor,Herrera,1993-01-04,32,Female,Married,Singaporean,Chinese,Citizen / PR,92938156,moorekellie@wolfe-rhodes.com,taylor.herrera@company.com,Wholesale,Warehouse Manager,Contract,Resigned,2021-12-11,6,Product
471,Jeffrey Garcia,Jeffrey,Garcia,1984-11-22,41,Male,Married,Singaporean,Malay,Citizen / PR,95339046,ramireztimothy@stewart-lopez.com,jeffrey.garcia@company.com,Service,Service Coordinator,Part-Time,Probation,2016-05-12,19,Engineering
472,Jeffery Friedman,Jeffery,Friedman,1982-01-07,43,Female,Divorced,Singaporean,Eurasian,Citizen / PR,90815735,robert21@hotmail.com,jeffery.friedman@company.com,Wholesale,Warehouse Manager,Contract,Probation,2016-03-30,15,Finance
473,Melissa Calderon,Melissa,Calderon,1993-05-15,32,Female,Married,Indian,Others,S Pass,97367050,isaunders@hotmail.com,melissa.calderon@company.com,IT,Database Administrator,Contract,Resigned,2025-07-23,19,Engineering
474,Kevin Lopez,Kevin,Lopez,1991-07-20,34,Female,Married,Singaporean,Malay,Citizen / PR,94961502,charles80@andrews.biz,kevin.lopez@company.com,Wholesale,Purchasing Executive,Full-Time,Resigned,2025-03-03,1,Marketing
